participant_id	task_version	run	raw_bold	events	preproc_bold_mni2mm	brain_mask_mni2mm	confounds	fitlins_run_design	n_volumes	event_rows	confound_rows	design_rows
sub-025	equalIndifference	1	True	True	True	True	True	True	453	384	453	453
sub-025	equalIndifference	2	True	True	True	True	True	True	453	384	453	453
sub-025	equalIndifference	3	True	True	True	True	True	True	453	384	453	453
sub-025	equalIndifference	4	True	True	True	True	True	True	453	384	453	453
sub-026	equalRange	1	True	True	True	True	True	True	453	384	453	453
sub-026	equalRange	2	True	True	True	True	True	True	453	384	453	453
sub-026	equalRange	3	True	True	True	True	True	True	453	384	453	453
sub-026	equalRange	4	True	True	True	True	True	True	453	384	453	453
sub-027	equalIndifference	1	True	True	True	True	True	True	453	384	453	453
sub-027	equalIndifference	2	True	True	True	True	True	True	453	384	453	453
sub-027	equalIndifference	3	True	True	True	True	True	True	453	384	453	453
sub-027	equalIndifference	4	True	True	True	True	True	True	453	384	453	453
sub-029	equalIndifference	1	True	True	True	True	True	True	453	384	453	453
sub-029	equalIndifference	2	True	True	True	True	True	True	453	384	453	453
sub-029	equalIndifference	3	True	True	True	True	True	True	453	384	453	453
sub-029	equalIndifference	4	True	True	True	True	True	True	453	384	453	453
sub-030	equalRange	1	True	True	True	True	True	True	453	384	453	453
sub-030	equalRange	2	True	True	True	True	True	True	453	384	453	453
sub-030	equalRange	3	True	True	True	True	True	True	453	384	453	453
sub-030	equalRange	4	True	True	True	True	True	True	453	384	453	453
sub-032	equalRange	1	True	True	True	True	True	True	453	384	453	453
sub-032	equalRange	2	True	True	True	True	True	True	453	384	453	453
sub-032	equalRange	3	True	True	True	True	True	True	453	384	453	453
sub-032	equalRange	4	True	True	True	True	True	True	453	384	453	453
sub-033	equalIndifference	1	True	True	True	True	True	True	453	384	453	453
sub-033	equalIndifference	2	True	True	True	True	True	True	453	384	453	453
sub-033	equalIndifference	3	True	True	True	True	True	True	453	384	453	453
sub-033	equalIndifference	4	True	True	True	True	True	True	453	384	453	453
sub-035	equalIndifference	1	True	True	True	True	True	True	453	384	453	453
sub-035	equalIndifference	2	True	True	True	True	True	True	453	384	453	453
sub-035	equalIndifference	3	True	True	True	True	True	True	453	384	453	453
sub-035	equalIndifference	4	True	True	True	True	True	True	453	384	453	453
sub-036	equalRange	1	True	True	True	True	True	True	453	384	453	453
sub-036	equalRange	2	True	True	True	True	True	True	453	384	453	453
sub-036	equalRange	3	True	True	True	True	True	True	453	384	453	453
sub-036	equalRange	4	True	True	True	True	True	True	453	384	453	453
sub-037	equalIndifference	1	True	True	True	True	True	True	453	384	453	453
sub-037	equalIndifference	2	True	True	True	True	True	True	453	384	453	453
sub-037	equalIndifference	3	True	True	True	True	True	True	453	384	453	453
sub-037	equalIndifference	4	True	True	True	True	True	True	453	384	453	453
sub-038	equalRange	1	True	True	True	True	True	True	453	384	453	453
sub-038	equalRange	2	True	True	True	True	True	True	453	384	453	453
sub-038	equalRange	3	True	True	True	True	True	True	453	384	453	453
sub-038	equalRange	4	True	True	True	True	True	True	453	384	453	453
sub-039	equalIndifference	1	True	True	True	True	True	True	453	384	453	453
sub-039	equalIndifference	2	True	True	True	True	True	True	453	384	453	453
sub-039	equalIndifference	3	True	True	True	True	True	True	453	384	453	453
sub-039	equalIndifference	4	True	True	True	True	True	True	453	384	453	453
sub-040	equalRange	1	True	True	True	True	True	True	453	384	453	453
sub-040	equalRange	2	True	True	True	True	True	True	453	384	453	453
sub-040	equalRange	3	True	True	True	True	True	True	453	384	453	453
sub-040	equalRange	4	True	True	True	True	True	True	453	384	453	453
sub-041	equalIndifference	1	True	True	True	True	True	True	453	384	453	453
sub-041	equalIndifference	2	True	True	True	True	True	True	453	384	453	453
sub-041	equalIndifference	3	True	True	True	True	True	True	453	384	453	453
sub-041	equalIndifference	4	True	True	True	True	True	True	453	384	453	453
sub-043	equalIndifference	1	True	True	True	True	True	True	453	384	453	453
sub-043	equalIndifference	2	True	True	True	True	True	True	453	384	453	453
sub-043	equalIndifference	3	True	True	True	True	True	True	453	384	453	453
sub-043	equalIndifference	4	True	True	True	True	True	True	453	384	453	453
sub-044	equalRange	1	True	True	True	True	True	True	453	384	453	453
sub-044	equalRange	2	True	True	True	True	True	True	453	384	453	453
sub-044	equalRange	3	True	True	True	True	True	True	453	384	453	453
sub-044	equalRange	4	True	True	True	True	True	True	453	384	453	453
sub-045	equalIndifference	1	True	True	True	True	True	True	453	384	453	453
sub-045	equalIndifference	2	True	True	True	True	True	True	453	384	453	453
sub-045	equalIndifference	3	True	True	True	True	True	True	453	384	453	453
sub-045	equalIndifference	4	True	True	True	True	True	True	453	384	453	453
sub-046	equalRange	1	True	True	True	True	True	True	453	384	453	453
sub-046	equalRange	2	True	True	True	True	True	True	453	384	453	453
sub-046	equalRange	3	True	True	True	True	True	True	453	384	453	453
sub-046	equalRange	4	True	True	True	True	True	True	453	384	453	453
sub-047	equalIndifference	1	True	True	True	True	True	True	453	384	453	453
sub-047	equalIndifference	2	True	True	True	True	True	True	453	384	453	453
sub-047	equalIndifference	3	True	True	True	True	True	True	453	384	453	453
sub-047	equalIndifference	4	True	True	True	True	True	True	453	384	453	453
sub-049	equalIndifference	1	True	True	True	True	True	True	453	384	453	453
sub-049	equalIndifference	2	True	True	True	True	True	True	453	384	453	453
sub-049	equalIndifference	3	True	True	True	True	True	True	453	384	453	453
sub-049	equalIndifference	4	True	True	True	True	True	True	453	384	453	453
sub-050	equalRange	1	True	True	True	True	True	True	453	384	453	453
sub-050	equalRange	2	True	True	True	True	True	True	453	384	453	453
sub-050	equalRange	3	True	True	True	True	True	True	453	384	453	453
sub-050	equalRange	4	True	True	True	True	True	True	453	384	453	453
sub-051	equalIndifference	1	True	True	True	True	True	True	453	384	453	453
sub-051	equalIndifference	2	True	True	True	True	True	True	453	384	453	453
sub-051	equalIndifference	3	True	True	True	True	True	True	453	384	453	453
sub-051	equalIndifference	4	True	True	True	True	True	True	453	384	453	453
sub-052	equalRange	1	True	True	True	True	True	True	453	384	453	453
sub-052	equalRange	2	True	True	True	True	True	True	453	384	453	453
sub-052	equalRange	3	True	True	True	True	True	True	453	384	453	453
sub-052	equalRange	4	True	True	True	True	True	True	453	384	453	453
sub-053	equalIndifference	1	True	True	True	True	True	True	453	384	453	453
sub-053	equalIndifference	2	True	True	True	True	True	True	453	384	453	453
sub-053	equalIndifference	3	True	True	True	True	True	True	453	384	453	453
sub-053	equalIndifference	4	True	True	True	True	True	True	453	384	453	453
sub-054	equalRange	1	True	True	True	True	True	True	453	384	453	453
sub-054	equalRange	2	True	True	True	True	True	True	453	384	453	453
sub-054	equalRange	3	True	True	True	True	True	True	453	384	453	453
sub-054	equalRange	4	True	True	True	True	True	True	453	384	453	453
sub-055	equalIndifference	1	True	True	True	True	True	True	453	384	453	453
sub-055	equalIndifference	2	True	True	True	True	True	True	453	384	453	453
sub-055	equalIndifference	3	True	True	True	True	True	True	453	384	453	453
sub-055	equalIndifference	4	True	True	True	True	True	True	453	384	453	453
sub-056	equalRange	1	True	True	True	True	True	True	453	384	453	453
sub-056	equalRange	2	True	True	True	True	True	True	453	384	453	453
sub-056	equalRange	3	True	True	True	True	True	True	453	384	453	453
sub-056	equalRange	4	True	True	True	True	True	True	453	384	453	453
sub-057	equalIndifference	1	True	True	True	True	True	True	453	384	453	453
sub-057	equalIndifference	2	True	True	True	True	True	True	453	384	453	453
sub-057	equalIndifference	3	True	True	True	True	True	True	453	384	453	453
sub-057	equalIndifference	4	True	True	True	True	True	True	453	384	453	453
sub-058	equalRange	1	True	True	True	True	True	True	453	384	453	453
sub-058	equalRange	2	True	True	True	True	True	True	453	384	453	453
sub-058	equalRange	3	True	True	True	True	True	True	453	384	453	453
sub-058	equalRange	4	True	True	True	True	True	True	453	384	453	453
sub-059	equalIndifference	1	True	True	True	True	True	True	453	384	453	453
sub-059	equalIndifference	2	True	True	True	True	True	True	453	384	453	453
sub-059	equalIndifference	3	True	True	True	True	True	True	453	384	453	453
sub-059	equalIndifference	4	True	True	True	True	True	True	453	384	453	453
sub-060	equalRange	1	True	True	True	True	True	True	453	384	453	453
sub-060	equalRange	2	True	True	True	True	True	True	453	384	453	453
sub-060	equalRange	3	True	True	True	True	True	True	453	384	453	453
sub-060	equalRange	4	True	True	True	True	True	True	453	384	453	453
sub-061	equalIndifference	1	True	True	True	True	True	True	453	384	453	453
sub-061	equalIndifference	2	True	True	True	True	True	True	453	384	453	453
sub-061	equalIndifference	3	True	True	True	True	True	True	453	384	453	453
sub-061	equalIndifference	4	True	True	True	True	True	True	453	384	453	453
sub-062	equalRange	1	True	True	True	True	True	True	453	384	453	453
sub-062	equalRange	2	True	True	True	True	True	True	453	384	453	453
sub-062	equalRange	3	True	True	True	True	True	True	453	384	453	453
sub-062	equalRange	4	True	True	True	True	True	True	453	384	453	453
sub-063	equalIndifference	1	True	True	True	True	True	True	453	384	453	453
sub-063	equalIndifference	2	True	True	True	True	True	True	453	384	453	453
sub-063	equalIndifference	3	True	True	True	True	True	True	453	384	453	453
sub-063	equalIndifference	4	True	True	True	True	True	True	453	384	453	453
sub-064	equalRange	1	True	True	True	True	True	True	453	384	453	453
sub-064	equalRange	2	True	True	True	True	True	True	453	384	453	453
sub-064	equalRange	3	True	True	True	True	True	True	453	384	453	453
sub-064	equalRange	4	True	True	True	True	True	True	453	384	453	453
sub-066	equalRange	1	True	True	True	True	True	True	453	384	453	453
sub-066	equalRange	2	True	True	True	True	True	True	453	384	453	453
sub-066	equalRange	3	True	True	True	True	True	True	453	384	453	453
sub-066	equalRange	4	True	True	True	True	True	True	453	384	453	453
sub-067	equalIndifference	1	True	True	True	True	True	True	453	384	453	453
sub-067	equalIndifference	2	True	True	True	True	True	True	453	384	453	453
sub-067	equalIndifference	3	True	True	True	True	True	True	453	384	453	453
sub-067	equalIndifference	4	True	True	True	True	True	True	453	384	453	453
sub-068	equalRange	1	True	True	True	True	True	True	453	384	453	453
sub-068	equalRange	2	True	True	True	True	True	True	453	384	453	453
sub-068	equalRange	3	True	True	True	True	True	True	453	384	453	453
sub-068	equalRange	4	True	True	True	True	True	True	453	384	453	453
sub-069	equalIndifference	1	True	True	True	True	True	True	453	384	453	453
sub-069	equalIndifference	2	True	True	True	True	True	True	453	384	453	453
sub-069	equalIndifference	3	True	True	True	True	True	True	453	384	453	453
sub-069	equalIndifference	4	True	True	True	True	True	True	453	384	453	453
sub-070	equalRange	1	True	True	True	True	True	True	453	384	453	453
sub-070	equalRange	2	True	True	True	True	True	True	453	384	453	453
sub-070	equalRange	3	True	True	True	True	True	True	453	384	453	453
sub-070	equalRange	4	True	True	True	True	True	True	453	384	453	453
sub-071	equalIndifference	1	True	True	True	True	True	True	453	384	453	453
sub-071	equalIndifference	2	True	True	True	True	True	True	453	384	453	453
sub-071	equalIndifference	3	True	True	True	True	True	True	453	384	453	453
sub-071	equalIndifference	4	True	True	True	True	True	True	453	384	453	453
sub-072	equalRange	1	True	True	True	True	True	True	453	384	453	453
sub-072	equalRange	2	True	True	True	True	True	True	453	384	453	453
sub-072	equalRange	3	True	True	True	True	True	True	453	384	453	453
sub-072	equalRange	4	True	True	True	True	True	True	453	384	453	453
sub-073	equalIndifference	1	True	True	True	True	True	True	453	384	453	453
sub-073	equalIndifference	2	True	True	True	True	True	True	453	384	453	453
sub-073	equalIndifference	3	True	True	True	True	True	True	453	384	453	453
sub-073	equalIndifference	4	True	True	True	True	True	True	453	384	453	453
sub-074	equalRange	1	True	True	True	True	True	True	453	384	453	453
sub-074	equalRange	2	True	True	True	True	True	True	453	384	453	453
sub-074	equalRange	3	True	True	True	True	True	True	453	384	453	453
sub-074	equalRange	4	True	True	True	True	True	True	453	384	453	453
sub-075	equalIndifference	1	True	True	True	True	True	True	453	384	453	453
sub-075	equalIndifference	2	True	True	True	True	True	True	453	384	453	453
sub-075	equalIndifference	3	True	True	True	True	True	True	453	384	453	453
sub-075	equalIndifference	4	True	True	True	True	True	True	453	384	453	453
sub-076	equalRange	1	True	True	True	True	True	True	453	384	453	453
sub-076	equalRange	2	True	True	True	True	True	True	453	384	453	453
sub-076	equalRange	3	True	True	True	True	True	True	453	384	453	453
sub-076	equalRange	4	True	True	True	True	True	True	453	384	453	453
sub-077	equalIndifference	1	True	True	True	True	True	True	453	384	453	453
sub-077	equalIndifference	2	True	True	True	True	True	True	453	384	453	453
sub-077	equalIndifference	3	True	True	True	True	True	True	453	384	453	453
sub-077	equalIndifference	4	True	True	True	True	True	True	453	384	453	453
sub-079	equalIndifference	1	True	True	True	True	True	True	453	384	453	453
sub-079	equalIndifference	2	True	True	True	True	True	True	453	384	453	453
sub-079	equalIndifference	3	True	True	True	True	True	True	453	384	453	453
sub-079	equalIndifference	4	True	True	True	True	True	True	453	384	453	453
sub-080	equalRange	1	True	True	True	True	True	True	453	384	453	453
sub-080	equalRange	2	True	True	True	True	True	True	453	384	453	453
sub-080	equalRange	3	True	True	True	True	True	True	453	384	453	453
sub-080	equalRange	4	True	True	True	True	True	True	453	384	453	453
sub-081	equalIndifference	1	True	True	True	True	True	True	453	384	453	453
sub-081	equalIndifference	2	True	True	True	True	True	True	453	384	453	453
sub-081	equalIndifference	3	True	True	True	True	True	True	453	384	453	453
sub-081	equalIndifference	4	True	True	True	True	True	True	453	384	453	453
sub-082	equalRange	1	True	True	True	True	True	True	453	384	453	453
sub-082	equalRange	2	True	True	True	True	True	True	453	384	453	453
sub-082	equalRange	3	True	True	True	True	True	True	453	384	453	453
sub-082	equalRange	4	True	True	True	True	True	True	453	384	453	453
sub-083	equalIndifference	1	True	True	True	True	True	True	453	384	453	453
sub-083	equalIndifference	2	True	True	True	True	True	True	453	384	453	453
sub-083	equalIndifference	3	True	True	True	True	True	True	453	384	453	453
sub-083	equalIndifference	4	True	True	True	True	True	True	453	384	453	453
sub-084	equalRange	1	True	True	True	True	True	True	453	384	453	453
sub-084	equalRange	2	True	True	True	True	True	True	453	384	453	453
sub-084	equalRange	3	True	True	True	True	True	True	453	384	453	453
sub-084	equalRange	4	True	True	True	True	True	True	453	384	453	453
sub-085	equalIndifference	1	True	True	True	True	True	True	453	384	453	453
sub-085	equalIndifference	2	True	True	True	True	True	True	453	384	453	453
sub-085	equalIndifference	3	True	True	True	True	True	True	453	384	453	453
sub-085	equalIndifference	4	True	True	True	True	True	True	453	384	453	453
sub-087	equalIndifference	1	True	True	True	True	True	True	453	384	453	453
sub-087	equalIndifference	2	True	True	True	True	True	True	453	384	453	453
sub-087	equalIndifference	3	True	True	True	True	True	True	453	384	453	453
sub-087	equalIndifference	4	True	True	True	True	True	True	453	384	453	453
sub-088	equalRange	1	True	True	True	True	True	True	453	384	453	453
sub-088	equalRange	2	True	True	True	True	True	True	453	384	453	453
sub-088	equalRange	3	True	True	True	True	True	True	453	384	453	453
sub-088	equalRange	4	True	True	True	True	True	True	453	384	453	453
sub-089	equalIndifference	1	True	True	True	True	True	True	453	384	453	453
sub-089	equalIndifference	2	True	True	True	True	True	True	453	384	453	453
sub-089	equalIndifference	3	True	True	True	True	True	True	453	384	453	453
sub-089	equalIndifference	4	True	True	True	True	True	True	453	384	453	453
sub-090	equalRange	1	True	True	True	True	True	True	453	384	453	453
sub-090	equalRange	2	True	True	True	True	True	True	453	384	453	453
sub-090	equalRange	3	True	True	True	True	True	True	453	384	453	453
sub-090	equalRange	4	True	True	True	True	True	True	453	384	453	453
sub-092	equalRange	1	True	True	True	True	True	True	453	384	453	453
sub-092	equalRange	2	True	True	True	True	True	True	453	384	453	453
sub-092	equalRange	3	True	True	True	True	True	True	453	384	453	453
sub-092	equalRange	4	True	True	True	True	True	True	453	384	453	453
sub-093	equalIndifference	1	True	True	True	True	True	True	453	384	453	453
sub-093	equalIndifference	2	True	True	True	True	True	True	453	384	453	453
sub-093	equalIndifference	3	True	True	True	True	True	True	453	384	453	453
sub-093	equalIndifference	4	False	True	True	True	True	True	453	384	453	453
sub-094	equalRange	1	False	True	True	True	True	True	453	384	453	453
sub-094	equalRange	2	False	True	True	True	True	True	453	384	453	453
sub-094	equalRange	3	False	True	True	True	True	True	453	384	453	453
sub-094	equalRange	4	False	True	True	True	True	True	453	384	453	453
sub-095	equalIndifference	1	False	True	True	True	True	True	453	384	453	453
sub-095	equalIndifference	2	False	True	True	True	True	True	453	384	453	453
sub-095	equalIndifference	3	False	True	True	True	True	True	453	384	453	453
sub-095	equalIndifference	4	False	True	True	True	True	True	453	384	453	453
sub-096	equalRange	1	False	True	True	True	True	True	453	384	453	453
sub-096	equalRange	2	False	True	True	True	True	True	453	384	453	453
sub-096	equalRange	3	False	True	True	True	True	True	453	384	453	453
sub-096	equalRange	4	False	True	True	True	True	True	453	384	453	453
sub-098	equalRange	1	False	True	True	True	True	True	453	384	453	453
sub-098	equalRange	2	False	True	True	True	True	True	453	384	453	453
sub-098	equalRange	3	False	True	True	True	True	True	453	384	453	453
sub-098	equalRange	4	False	True	True	True	True	True	453	384	453	453
sub-099	equalIndifference	1	False	True	True	True	True	True	453	384	453	453
sub-099	equalIndifference	2	False	True	True	True	True	True	453	384	453	453
sub-099	equalIndifference	3	False	True	True	True	True	True	453	384	453	453
sub-099	equalIndifference	4	False	True	True	True	True	True	453	384	453	453
sub-100	equalRange	1	False	True	True	True	True	True	453	384	453	453
sub-100	equalRange	2	False	True	True	True	True	True	453	384	453	453
sub-100	equalRange	3	False	True	True	True	True	True	453	384	453	453
sub-100	equalRange	4	False	True	True	True	True	True	453	384	453	453
sub-102	equalRange	1	False	True	True	True	True	True	453	384	453	453
sub-102	equalRange	2	False	True	True	True	True	True	453	384	453	453
sub-102	equalRange	3	False	True	True	True	True	True	453	384	453	453
sub-102	equalRange	4	False	True	True	True	True	True	453	384	453	453
sub-103	equalIndifference	1	False	True	True	True	True	True	453	384	453	453
sub-103	equalIndifference	2	False	True	True	True	True	True	453	384	453	453
sub-103	equalIndifference	3	False	True	True	True	True	True	453	384	453	453
sub-103	equalIndifference	4	False	True	True	True	True	True	453	384	453	453
sub-104	equalRange	1	False	True	True	True	True	True	453	384	453	453
sub-104	equalRange	2	False	True	True	True	True	True	453	384	453	453
sub-104	equalRange	3	False	True	True	True	True	True	453	384	453	453
sub-104	equalRange	4	False	True	True	True	True	True	453	384	453	453
sub-105	equalIndifference	1	False	True	True	True	True	True	453	384	453	453
sub-105	equalIndifference	2	False	True	True	True	True	True	453	384	453	453
sub-105	equalIndifference	3	False	True	True	True	True	True	453	384	453	453
sub-105	equalIndifference	4	False	True	True	True	True	True	453	384	453	453
sub-106	equalRange	1	False	True	True	True	True	True	453	384	453	453
sub-106	equalRange	2	False	True	True	True	True	True	453	384	453	453
sub-106	equalRange	3	False	True	True	True	True	True	453	384	453	453
sub-106	equalRange	4	False	True	True	True	True	True	453	384	453	453
sub-107	equalIndifference	1	False	True	True	True	True	True	453	384	453	453
sub-107	equalIndifference	2	False	True	True	True	True	True	453	384	453	453
sub-107	equalIndifference	3	False	True	True	True	True	True	453	384	453	453
sub-107	equalIndifference	4	False	True	True	True	True	True	453	384	453	453
sub-108	equalRange	1	False	True	True	True	True	True	453	384	453	453
sub-108	equalRange	2	False	True	True	True	True	True	453	384	453	453
sub-108	equalRange	3	False	True	True	True	True	True	453	384	453	453
sub-108	equalRange	4	False	True	True	True	True	True	453	384	453	453
sub-109	equalIndifference	1	False	True	True	True	True	True	453	384	453	453
sub-109	equalIndifference	2	False	True	True	True	True	True	453	384	453	453
sub-109	equalIndifference	3	False	True	True	True	True	True	453	384	453	453
sub-109	equalIndifference	4	False	True	True	True	True	True	453	384	453	453
sub-110	equalRange	1	False	True	True	True	True	True	453	384	453	453
sub-110	equalRange	2	False	True	True	True	True	True	453	384	453	453
sub-110	equalRange	3	False	True	True	True	True	True	453	384	453	453
sub-110	equalRange	4	False	True	True	True	True	True	453	384	453	453
sub-112	equalRange	1	False	True	True	True	True	True	453	384	453	453
sub-112	equalRange	2	False	True	True	True	True	True	453	384	453	453
sub-112	equalRange	3	False	True	True	True	True	True	453	384	453	453
sub-112	equalRange	4	False	True	True	True	True	True	453	384	453	453
sub-113	equalIndifference	1	False	True	True	True	True	True	453	384	453	453
sub-113	equalIndifference	2	False	True	True	True	True	True	453	384	453	453
sub-113	equalIndifference	3	False	True	True	True	True	True	453	384	453	453
sub-113	equalIndifference	4	False	True	True	True	True	True	453	384	453	453
sub-114	equalRange	1	False	True	True	True	True	True	453	384	453	453
sub-114	equalRange	2	False	True	True	True	True	True	453	384	453	453
sub-114	equalRange	3	False	True	True	True	True	True	453	384	453	453
sub-114	equalRange	4	False	True	True	True	True	True	453	384	453	453
sub-115	equalIndifference	1	False	True	True	True	True	True	453	384	453	453
sub-115	equalIndifference	2	False	True	True	True	True	True	453	384	453	453
sub-115	equalIndifference	3	False	True	True	True	True	True	453	384	453	453
sub-115	equalIndifference	4	False	True	True	True	True	True	453	384	453	453
sub-116	equalRange	1	False	True	True	True	True	True	453	384	453	453
sub-116	equalRange	2	False	True	True	True	True	True	453	384	453	453
sub-116	equalRange	3	False	True	True	True	True	True	453	384	453	453
sub-116	equalRange	4	False	True	True	True	True	True	453	384	453	453
sub-117	equalIndifference	1	False	True	True	True	True	True	453	384	453	453
sub-117	equalIndifference	2	False	True	True	True	True	True	453	384	453	453
sub-117	equalIndifference	3	False	True	True	True	True	True	453	384	453	453
sub-117	equalIndifference	4	False	True	True	True	True	True	453	384	453	453
sub-118	equalRange	1	False	True	True	True	True	True	453	384	453	453
sub-118	equalRange	2	False	True	True	True	True	True	453	384	453	453
sub-118	equalRange	3	False	True	True	True	True	True	453	384	453	453
sub-118	equalRange	4	False	True	True	True	True	True	453	384	453	453
sub-119	equalIndifference	1	False	True	True	True	True	True	453	384	453	453
sub-119	equalIndifference	2	False	True	True	True	True	True	453	384	453	453
sub-119	equalIndifference	3	False	True	True	True	True	True	453	384	453	453
sub-119	equalIndifference	4	False	True	True	True	True	True	453	384	453	453
sub-120	equalRange	1	False	True	True	True	True	True	453	384	453	453
sub-120	equalRange	2	False	True	True	True	True	True	453	384	453	453
sub-120	equalRange	3	False	True	True	True	True	True	453	384	453	453
